source_type,s1_edge_preservation,preserved_subroutes,max_cluster_size,nn_pairs_preserved,backbone_preserved,s2_dist,elite_reconstruction
Random,0.6111,8,8,0.2727,0.6000,841.4203,0
Random,0.5833,9,7,0.3636,0.5714,870.7715,0
Random,0.5556,5,7,0.3182,0.5429,816.0543,0
Random,0.5556,9,8,0.3636,0.5714,913.4710,0
Random,0.5278,7,7,0.2727,0.5143,885.7268,0
Random,0.5278,7,7,0.2273,0.5429,839.3605,0
Random,0.5556,8,9,0.3182,0.5429,964.6554,0
Random,0.5000,5,6,0.2727,0.5143,811.3205,0
Random,0.5556,9,8,0.3182,0.5714,873.5719,0
Random,0.5833,8,7,0.3182,0.5714,797.4513,1
Random,0.5833,9,9,0.3182,0.5714,797.4513,1
Random,0.6111,10,6,0.3636,0.6000,810.6053,0
Random,0.5000,6,4,0.2273,0.5143,924.4069,0
Random,0.5833,9,8,0.3182,0.5714,818.9530,0
Random,0.6111,9,8,0.2727,0.6000,868.4053,0
Random,0.5833,10,9,0.4091,0.5714,848.6193,0
Random,0.5278,6,8,0.3636,0.5143,869.6644,0
Random,0.5000,9,8,0.2727,0.5143,942.4053,0
Random,0.6111,7,7,0.3182,0.6000,855.0632,0
Random,0.5278,7,8,0.3182,0.5429,858.5471,0
Random,0.5000,5,7,0.2727,0.4857,888.8835,0
Random,0.5000,6,7,0.2273,0.4857,822.5776,0
Random,0.5000,6,5,0.2727,0.4857,876.8748,0
Random,0.5278,8,6,0.3182,0.5429,803.3936,1
Random,0.5833,9,7,0.4091,0.5714,828.8785,0
Random,0.5000,9,6,0.4545,0.5143,850.0314,0
Random,0.5278,5,8,0.3182,0.5429,980.1332,0
Random,0.5833,9,8,0.3636,0.5714,858.0029,0
Random,0.5000,5,5,0.2727,0.5143,862.4458,0
Random,0.5000,6,7,0.2727,0.4857,836.0613,0
Random,0.5833,8,9,0.2727,0.6000,817.9923,0
Random,0.5556,5,5,0.2273,0.5429,810.5735,0
Random,0.6389,12,9,0.3636,0.6286,844.4624,0
Random,0.5278,8,7,0.2727,0.5143,891.7774,0
Random,0.5000,6,6,0.2273,0.4857,844.4184,0
Random,0.5833,8,8,0.4545,0.6000,840.1701,0
Random,0.6389,12,7,0.4545,0.6286,877.0585,0
Random,0.6111,7,7,0.3182,0.6000,811.3003,0
Random,0.6111,9,8,0.3182,0.6000,880.9491,0
Random,0.5833,9,7,0.3182,0.5714,801.8739,1
Random,0.5833,6,7,0.3636,0.5714,821.7963,0
Random,0.5000,5,9,0.3636,0.4857,904.1833,0
Random,0.6111,9,8,0.4091,0.6000,838.7305,0
Random,0.6111,7,7,0.3636,0.6000,810.5735,0
Random,0.7222,13,8,0.4091,0.7143,817.9923,0
Random,0.5278,5,6,0.2273,0.5429,847.1975,0
Random,0.5278,9,7,0.2727,0.5143,828.7001,0
Random,0.5278,8,8,0.4091,0.5429,810.5735,0
Random,0.6111,8,7,0.3636,0.6286,836.8551,0
Random,0.5278,9,6,0.5000,0.5429,810.5735,0
Random,0.5000,3,9,0.2273,0.5143,808.0811,1
Random,0.6111,7,7,0.3182,0.6286,916.1141,0
Random,0.5278,9,8,0.4091,0.5143,847.5730,0
Random,0.5556,7,7,0.2273,0.5714,822.5157,0
Random,0.5278,8,7,0.3636,0.5429,836.5268,0
Random,0.5556,6,8,0.2727,0.5429,837.8966,0
Random,0.5556,7,7,0.5000,0.5714,910.0070,0
Random,0.5278,6,7,0.3636,0.5143,849.6376,0
Random,0.5000,5,7,0.1364,0.5143,797.4513,1
Random,0.5278,9,7,0.3636,0.5143,870.7144,0
Random,0.6111,10,8,0.2727,0.6000,837.2387,0
Random,0.5556,7,8,0.4545,0.5429,798.9434,1
Random,0.5556,7,6,0.3182,0.5429,803.3111,1
Random,0.5278,9,7,0.2727,0.5143,889.9367,0
Random,0.5000,6,8,0.2727,0.5143,830.9972,0
Random,0.5000,8,7,0.3636,0.5143,893.2716,0
Random,0.6389,11,8,0.5455,0.6286,822.9282,0
Random,0.5278,4,7,0.1818,0.5429,832.6336,0
Random,0.5278,7,6,0.3182,0.5143,839.9924,0
Random,0.6389,9,9,0.3636,0.6286,849.9702,0
Random,0.5278,6,8,0.3182,0.5429,886.2501,0
Random,0.5278,5,8,0.2727,0.5143,803.1277,1
Random,0.5000,4,7,0.2727,0.4857,849.5536,0
Random,0.5833,8,7,0.4091,0.5714,836.0130,0
Random,0.6389,10,8,0.4545,0.6571,803.1277,1
Random,0.5278,7,7,0.2273,0.5143,819.5792,0
Random,0.5556,6,7,0.3636,0.5714,810.5735,0
Random,0.6667,11,8,0.2727,0.6857,838.1845,0
Random,0.6389,7,7,0.3636,0.6286,884.9739,0
Random,0.5000,4,8,0.3636,0.4857,882.1136,0
Random,0.5833,7,8,0.4091,0.5714,816.4972,0
Random,0.5556,7,5,0.3636,0.5429,841.4203,0
Random,0.6389,8,8,0.3636,0.6286,887.1702,0
Random,0.5556,9,9,0.2273,0.5429,963.4205,0
Random,0.5556,8,8,0.3182,0.5429,903.3210,0
Random,0.5278,6,7,0.2727,0.5429,820.8500,0
Random,0.5556,8,7,0.2727,0.5429,833.5579,0
Random,0.5556,4,9,0.2273,0.5429,823.4085,0
Random,0.5000,5,7,0.3182,0.4857,836.3186,0
Random,0.6389,8,8,0.4091,0.6286,857.6863,0
Random,0.6667,11,8,0.3182,0.6571,914.2598,0
Random,0.5556,5,8,0.2273,0.5429,887.3220,0
Random,0.5278,10,7,0.2727,0.5429,901.5841,0
Random,0.5000,7,9,0.5000,0.5143,931.5219,0
Random,0.5278,7,8,0.2273,0.5429,797.4513,1
Random,0.6667,14,9,0.4091,0.6571,811.3003,0
Random,0.7500,11,9,0.4545,0.7429,826.8097,0
Random,0.5000,2,7,0.3182,0.5143,838.7305,0
Random,0.5000,8,7,0.2273,0.4857,893.0268,0
Random,0.6667,10,7,0.3182,0.6857,944.7427,0
Random,0.5000,7,7,0.3636,0.4857,816.2453,0
Random,0.5278,5,6,0.3636,0.5143,816.2453,0
Random,0.5000,8,7,0.2727,0.4857,821.7963,0
Random,0.5000,6,6,0.4091,0.5143,825.9840,0
Random,0.5556,11,7,0.5000,0.5429,810.5735,0
Random,0.5000,7,8,0.3182,0.5143,878.7437,0
Random,0.5556,7,9,0.2727,0.5429,917.8131,0
Random,0.5000,8,6,0.4091,0.5143,884.2216,0
Random,0.5278,8,7,0.2727,0.5143,810.5735,0
Random,0.5278,5,5,0.3636,0.5429,865.0194,0
Random,0.5556,9,9,0.2727,0.5429,830.2348,0
Random,0.6111,6,7,0.3182,0.6286,820.1531,0
Random,0.6389,10,8,0.3182,0.6286,797.4513,1
Random,0.5000,8,8,0.3182,0.4857,938.6862,0
Random,0.7222,12,7,0.4091,0.7143,797.4513,1
Random,0.5278,8,7,0.4091,0.5143,885.2553,0
Random,0.5556,6,7,0.2273,0.5429,797.8718,1
Random,0.5278,2,7,0.3182,0.5143,837.1548,0
Random,0.5000,7,8,0.3636,0.5143,841.3795,0
Random,0.5278,6,7,0.2727,0.5429,917.5643,0
Random,0.5556,6,8,0.4545,0.5714,841.3617,0
Random,0.5833,10,8,0.4545,0.6000,817.7100,0
Random,0.6389,11,8,0.3636,0.6571,797.8718,1
Random,0.6667,8,8,0.5455,0.6571,836.8092,0
Random,0.5000,6,7,0.2273,0.4857,909.2127,0
Random,0.5556,6,7,0.3182,0.5714,817.9923,0
Random,0.5833,10,8,0.4091,0.6000,797.8718,1
Random,0.5556,9,8,0.3182,0.5714,896.4620,0
Random,0.5278,5,6,0.2727,0.5143,810.5735,0
Random,0.6111,11,9,0.3636,0.6000,863.1092,0
Random,0.6389,11,7,0.4545,0.6286,810.5735,0
Random,0.5000,8,8,0.2273,0.5143,845.1026,0
Random,0.5278,7,8,0.2727,0.5143,810.5735,0
Random,0.5000,8,5,0.4545,0.5143,829.1280,0
Random,0.5000,5,6,0.2727,0.4857,893.6117,0
Random,0.5833,8,8,0.2727,0.5714,947.1259,0
Random,0.5556,4,7,0.2273,0.5429,885.7572,0
Random,0.5278,9,6,0.3182,0.5429,869.5961,0
Random,0.5556,6,8,0.3182,0.5714,818.6973,0
Random,0.5000,6,8,0.3636,0.4857,840.2019,0
Random,0.5278,7,6,0.3636,0.5429,918.0465,0
Random,0.5000,4,6,0.2727,0.5143,897.0794,0
Random,0.5000,5,7,0.2273,0.4857,837.3215,0
Random,0.5000,8,7,0.2727,0.5143,822.5776,0
Random,0.7500,8,9,0.5000,0.7429,797.4513,1
Random,0.5000,6,6,0.3182,0.5143,971.2704,0
Random,0.5000,5,6,0.3636,0.5143,894.7866,0
Random,0.5556,5,6,0.3182,0.5714,921.5262,0
Random,0.5000,6,8,0.3182,0.4857,815.2039,0
Random,0.6111,8,9,0.3636,0.6000,895.3070,0
Random,0.5000,4,6,0.3636,0.5143,810.5735,0
Random,0.5833,5,8,0.3182,0.5714,885.4189,0
Random,0.6389,7,7,0.2727,0.6286,925.3772,0
Random,0.5000,6,8,0.3182,0.4857,841.3751,0
Random,0.5278,6,7,0.2727,0.5143,797.8718,1
Random,0.5000,5,6,0.1818,0.4857,908.8403,0
Random,0.5000,3,6,0.4091,0.4857,844.1747,0
Random,0.6111,7,8,0.4091,0.6000,850.6631,0
Random,0.5278,9,8,0.2727,0.5143,859.5460,0
Random,0.5000,6,8,0.2273,0.4857,925.7429,0
Random,0.5556,6,8,0.3182,0.5429,802.6007,1
Random,0.5278,7,8,0.2727,0.5429,866.1322,0
Random,0.5278,9,6,0.3182,0.5429,845.1156,0
Random,0.7222,11,8,0.3636,0.7143,821.4624,0
Random,0.6111,6,6,0.4091,0.6286,873.3353,0
Random,0.5000,7,7,0.2727,0.4857,820.8500,0
Random,0.5556,7,7,0.3636,0.5714,841.3751,0
Random,0.6389,6,6,0.3636,0.6286,801.8739,1
Random,0.6111,9,7,0.4091,0.6286,860.8961,0
Random,0.5278,7,8,0.3182,0.5143,899.1261,0
Random,0.5278,8,8,0.2727,0.5429,810.5735,0
Random,0.5278,4,8,0.3636,0.5429,797.8718,1
Random,0.5278,7,6,0.4091,0.5429,885.9230,0
Random,0.5278,6,7,0.4091,0.5143,810.5735,0
Random,0.5000,6,7,0.3636,0.5143,881.0417,0
Random,0.5833,7,7,0.3636,0.6000,821.1781,0
Random,0.5278,6,8,0.3182,0.5143,839.8496,0
Random,0.5556,8,8,0.3182,0.5714,797.8718,1
Random,0.6111,9,9,0.4091,0.6000,820.5115,0
Random,0.5000,4,7,0.2273,0.5143,880.0587,0
Random,0.5000,6,8,0.2727,0.4857,847.3005,0
Random,0.5000,6,7,0.3636,0.5143,812.2031,0
Random,0.6667,10,7,0.3636,0.6857,862.4677,0
Random,0.6111,7,7,0.3182,0.6000,849.5536,0
Random,0.5556,9,9,0.3182,0.5429,803.6585,1
Random,0.5000,8,7,0.3182,0.5143,811.3003,0
Random,0.5556,7,7,0.4091,0.5714,797.4513,1
Random,0.5556,7,6,0.3636,0.5714,827.7977,0
Random,0.6389,9,9,0.2273,0.6286,797.8718,1
Random,0.5000,6,7,0.2727,0.5143,798.9434,1
Random,0.5833,10,7,0.4091,0.6000,828.7001,0
Random,0.5000,5,7,0.2727,0.5143,797.4513,1
Random,0.6111,8,9,0.4091,0.6286,797.4513,1
Random,0.5000,7,7,0.3636,0.5143,846.0873,0
Random,0.5278,9,8,0.2727,0.5429,915.1915,0
Random,0.5278,4,8,0.2727,0.5143,797.8718,1
Random,0.5556,8,7,0.2273,0.5714,836.5434,0
Random,0.5000,10,8,0.3636,0.4857,849.4640,0
Random,0.5278,9,6,0.3636,0.5429,916.8297,0
Random,0.5556,9,7,0.3182,0.5714,835.0131,0
Random,0.5833,9,6,0.3182,0.5714,797.4513,1
Random,0.5556,9,8,0.3636,0.5429,851.5228,0
Random,0.5278,6,6,0.2273,0.5429,803.3111,1
Random,0.5000,6,7,0.2273,0.4857,846.9880,0
Random,0.5278,9,8,0.2273,0.5143,906.6932,0
Random,0.5000,7,8,0.2727,0.5143,885.5725,0
Random,0.6111,8,8,0.2727,0.6000,844.2961,0
Random,0.5000,7,7,0.2727,0.4857,969.7078,0
Random,0.5556,6,7,0.3182,0.5429,836.0613,0
Random,0.5556,7,6,0.3636,0.5429,798.9434,1
Random,0.5278,8,7,0.4091,0.5143,846.5487,0
Random,0.5556,8,6,0.4091,0.5429,850.2862,0
Random,0.5278,7,7,0.3182,0.5143,871.6659,0
Random,0.5000,6,8,0.3182,0.4857,858.0029,0
Random,0.6667,8,7,0.4545,0.6857,821.3432,0
Random,0.5556,9,9,0.2273,0.5429,915.4367,0
Random,0.5278,5,6,0.2727,0.5143,816.0543,0
Random,0.5556,6,7,0.2273,0.5714,921.7736,0
Random,0.5278,8,7,0.3636,0.5429,843.7430,0
Random,0.5556,6,7,0.2273,0.5714,797.8718,1
Random,0.5833,8,9,0.2727,0.5714,836.8092,0
Random,0.5278,10,8,0.3636,0.5429,855.7353,0
Random,0.5000,6,7,0.3182,0.4857,916.3627,0
Random,0.5278,5,6,0.3182,0.5143,837.5905,0
Random,0.5000,8,7,0.3182,0.5143,821.7963,0
Random,0.6389,8,8,0.4545,0.6571,797.4513,1
Random,0.5000,6,5,0.3182,0.5143,837.0861,0
Random,0.5278,4,8,0.2273,0.5143,881.0359,0
Random,0.5000,6,6,0.1818,0.4857,836.0613,0
Random,0.5556,7,6,0.3182,0.5429,852.8743,0
Random,0.5000,5,6,0.2727,0.4857,846.1805,0
Random,0.6389,9,7,0.3636,0.6286,817.9923,0
Random,0.5278,4,7,0.2727,0.5143,846.8175,0
Random,0.5278,3,8,0.2727,0.5143,801.8739,1
Random,0.5000,7,8,0.3636,0.4857,852.8743,0
Random,0.5556,7,7,0.4091,0.5429,849.7833,0
Random,0.6667,10,7,0.3636,0.6571,797.4513,1
Random,0.5000,8,7,0.2273,0.4857,872.1239,0
Random,0.5278,7,5,0.2727,0.5429,848.7573,0
Random,0.5556,2,8,0.3182,0.5429,827.6188,0
Random,0.5556,6,9,0.2273,0.5429,820.1531,0
Random,0.5000,5,7,0.2727,0.5143,929.9698,0
Random,0.7222,13,7,0.3636,0.7143,877.8355,0
Random,0.5556,5,7,0.1818,0.5429,810.5735,0
Random,0.5278,8,6,0.3636,0.5429,835.0131,0
Random,0.5556,5,9,0.2727,0.5429,820.7058,0
Random,0.6111,10,8,0.3636,0.6286,855.0632,0
Random,0.5278,7,7,0.4091,0.5143,820.2431,0
Random,0.5278,3,7,0.3182,0.5143,855.2925,0
Random,0.6389,9,9,0.3636,0.6286,797.4513,1
Random,0.5556,5,7,0.3636,0.5429,797.8718,1
Random,0.5556,9,7,0.2727,0.5429,862.8039,0
Random,0.5278,7,7,0.3636,0.5143,914.3794,0
Random,0.5000,7,6,0.2727,0.5143,803.3111,1
Random,0.5278,7,7,0.3182,0.5143,840.8388,0
Random,0.5000,6,7,0.3636,0.5143,906.1677,0
Random,0.6389,12,9,0.4545,0.6571,857.4290,0
Random,0.5278,7,7,0.3182,0.5143,832.2777,0
Random,0.5556,7,6,0.3636,0.5429,838.2086,0
Random,0.5556,9,8,0.3182,0.5714,837.3163,0
Random,0.5556,7,7,0.3636,0.5714,810.5735,0
Random,0.5278,4,6,0.3182,0.5143,810.5735,0
Random,0.6389,9,8,0.4091,0.6571,797.8718,1
Random,0.5000,5,7,0.1818,0.4857,925.1125,0
Random,0.5278,5,6,0.2273,0.5429,810.5735,0
Random,0.5556,9,7,0.3636,0.5429,797.8718,1
Random,0.5000,6,7,0.3636,0.5143,862.4813,0
Random,0.5000,6,6,0.2727,0.4857,876.5079,0
Random,0.5833,8,6,0.2727,0.6000,908.7288,0
Random,0.5278,4,6,0.3182,0.5429,856.1128,0
Random,0.5278,7,8,0.3182,0.5429,853.9241,0
Random,0.5278,3,7,0.2727,0.5143,810.5735,0
Random,0.5278,7,6,0.3182,0.5429,797.4513,1
Random,0.6389,10,8,0.2727,0.6571,870.1439,0
Random,0.5000,7,8,0.3182,0.4857,870.5564,0
Random,0.5833,8,7,0.3636,0.5714,835.5512,0
Random,0.6111,3,6,0.2727,0.6000,797.4513,1
Random,0.5000,6,8,0.2727,0.5143,829.1403,0
Random,0.6111,9,9,0.3182,0.6000,810.5735,0
Random,0.5833,7,6,0.4091,0.5714,837.7540,0
Random,0.6111,9,7,0.3182,0.6000,906.4411,0
Random,0.5278,5,8,0.2727,0.5429,826.3874,0
Random,0.6667,11,9,0.3636,0.6571,810.5735,0
Random,0.5833,7,7,0.3636,0.5714,972.0242,0
Random,0.5000,4,6,0.2727,0.4857,810.5735,0
Random,0.5000,6,7,0.3636,0.5143,840.0563,0
Random,0.6111,8,8,0.2273,0.6000,850.1904,0
Random,0.6667,9,8,0.2727,0.6571,828.6292,0
Random,0.7500,12,8,0.4091,0.7429,816.4972,0
Random,0.5000,5,9,0.2727,0.4857,878.8807,0
Random,0.5000,6,6,0.2273,0.5143,853.6062,0
Random,0.5278,4,7,0.2727,0.5429,842.3363,0
Random,0.5278,7,8,0.2727,0.5429,836.8092,0
Random,0.5000,5,8,0.3182,0.4857,797.8718,1
Random,0.6111,10,9,0.3636,0.6000,840.1996,0
Random,0.5278,6,8,0.3182,0.5429,860.2931,0
Random,0.6111,10,7,0.5000,0.6000,900.2709,0
Random,0.5833,9,8,0.4091,0.5714,810.5735,0
Random,0.5278,7,6,0.4091,0.5429,819.6861,0
Random,0.5000,6,6,0.3182,0.4857,827.3525,0
Random,0.5278,6,8,0.2273,0.5143,854.2461,0
Random,0.5833,7,8,0.2273,0.5714,843.3565,0
Random,0.5000,6,7,0.2727,0.4857,856.7959,0
Random,0.5000,4,6,0.3636,0.5143,849.3023,0
Random,0.5833,9,7,0.3636,0.5714,837.9221,0
Random,0.5833,6,8,0.4091,0.5714,797.4513,1
Random,0.5000,6,6,0.4545,0.5143,839.7125,0
Random,0.5556,6,7,0.4545,0.5714,890.8413,0
Random,0.5278,8,7,0.3636,0.5429,842.2240,0
Random,0.5556,5,7,0.3636,0.5714,857.5599,0
Random,0.5556,6,8,0.3182,0.5714,820.7217,0
Random,0.5000,5,7,0.2727,0.4857,816.2453,0
Random,0.5000,6,5,0.4091,0.5143,837.3700,0
Random,0.5556,8,7,0.2273,0.5429,912.7525,0
Random,0.7500,10,8,0.4091,0.7429,797.4513,1
Random,0.5556,7,7,0.3636,0.5429,942.0522,0
Random,0.5833,6,8,0.2727,0.6000,843.2245,0
Random,0.6111,9,7,0.4091,0.6000,894.2603,0
Random,0.5000,5,7,0.3182,0.5143,842.9596,0
Random,0.5000,5,6,0.2727,0.4857,867.3697,0
Random,0.5556,6,6,0.4091,0.5429,826.0486,0
Random,0.5556,4,7,0.3182,0.5429,812.2031,0
Random,0.5833,9,7,0.3636,0.6000,870.8537,0
Random,0.6111,10,7,0.3636,0.6000,876.8665,0
Random,0.5833,7,7,0.3636,0.6000,815.1484,0
Random,0.5556,6,5,0.3636,0.5714,843.4393,0
Random,0.5000,9,7,0.4545,0.5143,861.0752,0
Random,0.5556,5,9,0.2273,0.5429,877.8573,0
Random,0.5000,7,6,0.3636,0.5143,862.7212,0
Random,0.5278,6,8,0.2273,0.5143,822.9282,0
Random,0.5000,5,6,0.3182,0.5143,868.8491,0
Random,0.5278,7,7,0.3636,0.5143,901.6707,0
Random,0.5278,6,8,0.3182,0.5429,805.8710,1
Random,0.5556,8,6,0.3182,0.5429,855.7353,0
Random,0.5833,9,8,0.3636,0.5714,913.4075,0
Random,0.6667,9,7,0.2273,0.6857,943.7869,0
Random,0.6944,11,8,0.3636,0.6857,844.1620,0
Random,0.5556,9,7,0.3182,0.5429,850.6631,0
Random,0.5278,7,6,0.4545,0.5429,798.9434,1
Random,0.5000,7,7,0.4545,0.4857,818.9530,0
Random,0.5000,6,7,0.2727,0.5143,843.6596,0
Random,0.5833,9,8,0.3636,0.6000,797.4513,1
Random,0.6111,7,7,0.3182,0.6000,830.4195,0
Random,0.5000,6,7,0.3182,0.4857,811.3003,0
Random,0.5833,8,7,0.2727,0.5714,855.1927,0
Random,0.5278,3,7,0.2727,0.5143,854.3683,0
Random,0.5000,5,7,0.2727,0.4857,888.2617,0
Random,0.5000,6,7,0.3182,0.4857,902.9350,0
Random,0.5000,5,6,0.3182,0.4857,810.5735,0
Random,0.5833,9,8,0.2273,0.6000,801.8739,1
Random,0.5556,5,8,0.3182,0.5429,855.9860,0
Random,0.5833,7,7,0.4091,0.6000,816.2453,0
Random,0.6111,11,7,0.4545,0.6286,836.2582,0
Random,0.5000,8,7,0.3182,0.4857,846.9861,0
Random,0.5000,4,7,0.2273,0.5143,850.9246,0
Random,0.5833,8,8,0.3182,0.5714,848.8190,0
Random,0.5278,8,8,0.4545,0.5429,831.8445,0
Random,0.5278,6,7,0.2273,0.5143,832.9813,0
Random,0.5000,7,7,0.3182,0.4857,894.4103,0
Random,0.5556,8,7,0.2727,0.5429,833.8037,0
Random,0.5556,9,6,0.4545,0.5714,820.2431,0
Random,0.5556,6,9,0.2727,0.5429,841.6429,0
Random,0.5556,7,7,0.3182,0.5429,797.4513,1
Random,0.5000,6,6,0.3636,0.5143,839.9558,0
Random,0.6111,8,9,0.3182,0.6000,865.5661,0
Random,0.6111,8,9,0.3182,0.6000,866.0219,0
Random,0.6389,11,7,0.3182,0.6286,810.5735,0
Random,0.5000,8,6,0.2727,0.4857,840.3448,0
Random,0.6111,8,6,0.3182,0.6000,855.1927,0
Random,0.7222,12,7,0.3636,0.7429,827.3525,0
Random,0.5000,5,5,0.3636,0.5143,828.7001,0
Random,0.6389,10,7,0.4091,0.6571,829.9318,0
Random,0.5556,6,8,0.2273,0.5429,851.2653,0
Random,0.5000,5,8,0.3182,0.5143,854.7872,0
Random,0.5556,8,6,0.4091,0.5429,830.9854,0
Random,0.6111,9,8,0.2727,0.6000,882.0341,0
Random,0.5556,6,9,0.2727,0.5429,862.6030,0
Random,0.5000,7,7,0.2727,0.5143,876.7275,0
Random,0.5556,7,7,0.2727,0.5714,826.6984,0
Random,0.5833,7,6,0.3636,0.5714,829.1403,0
Random,0.5833,10,8,0.3636,0.5714,879.7799,0
Random,0.5833,10,7,0.4091,0.5714,798.9434,1
Random,0.5000,8,6,0.3182,0.5143,869.9571,0
Random,0.5278,6,7,0.2727,0.5429,797.4513,1
Random,0.5000,5,8,0.2727,0.4857,916.5972,0
Random,0.6111,7,6,0.3182,0.6286,859.2234,0
Random,0.5833,8,6,0.4091,0.6000,810.5735,0
Random,0.5278,6,8,0.4091,0.5429,803.1277,1
Random,0.5278,5,7,0.2273,0.5143,876.4868,0
Random,0.5833,7,8,0.4091,0.5714,797.8718,1
Random,0.5000,5,7,0.2273,0.5143,797.4513,1
Random,0.6389,10,9,0.3636,0.6286,825.1062,0
Random,0.6944,14,9,0.3636,0.6857,872.3458,0
Random,0.6111,11,8,0.3636,0.6000,874.3140,0
Random,0.5000,5,4,0.4091,0.5143,838.6314,0
Random,0.5000,5,5,0.4091,0.5143,798.9434,1
Random,0.6389,10,7,0.3636,0.6571,882.1829,0
Random,0.5278,5,6,0.3636,0.5429,857.3683,0
Random,0.5833,9,8,0.3636,0.5714,865.0194,0
Random,0.6944,10,7,0.3636,0.6857,930.0562,0
Random,0.5000,6,7,0.1818,0.5143,886.3659,0
Random,0.5833,11,8,0.4545,0.5714,819.6692,0
Random,0.6667,6,8,0.4091,0.6571,840.1701,0
Random,0.5278,5,7,0.3636,0.5143,803.3936,1
Random,0.5278,4,7,0.1818,0.5143,835.7890,0
Random,0.5278,6,6,0.2727,0.5143,828.4344,0
Random,0.7222,10,8,0.4091,0.7143,797.4513,1
Random,0.6111,10,7,0.4545,0.6000,820.8502,0
Random,0.5278,7,7,0.3182,0.5429,851.1324,0
Random,0.5000,7,5,0.3182,0.5143,813.0478,0
Random,0.5278,8,8,0.2273,0.5143,830.7646,0
Random,0.6111,8,8,0.3182,0.6286,880.8532,0
Random,0.5833,7,8,0.3636,0.6000,801.8739,1
Random,0.5000,7,7,0.2727,0.5143,817.9923,0
Random,0.6667,11,8,0.3636,0.6857,850.6631,0
Random,0.5556,9,7,0.4091,0.5429,835.1558,0
Random,0.5278,8,8,0.3182,0.5143,823.7503,0
Random,0.5833,4,9,0.4091,0.5714,797.4513,1
Random,0.6111,10,8,0.3636,0.6000,808.0811,1
Random,0.5000,8,8,0.4091,0.5143,812.6236,0
Random,0.6944,10,8,0.4091,0.7143,797.4513,1
Random,0.5000,3,6,0.3182,0.4857,802.6007,1
Random,0.5556,5,9,0.3182,0.5429,832.2797,0
Random,0.5833,11,8,0.3636,0.5714,852.3485,0
Random,0.5000,5,7,0.3182,0.5143,868.4452,0
Random,0.5000,9,8,0.4091,0.4857,882.9100,0
Random,0.5556,10,7,0.2727,0.5429,841.2103,0
Random,0.5278,6,7,0.4091,0.5143,903.7422,0
Random,0.5556,8,8,0.3636,0.5714,798.9434,1
Random,0.5278,5,8,0.4091,0.5429,822.4695,0
Random,0.5556,9,7,0.3636,0.5429,828.7001,0
Random,0.5278,7,7,0.1364,0.5143,822.9282,0
Random,0.6389,9,7,0.3636,0.6286,797.4513,1
Random,0.5278,6,6,0.2727,0.5143,817.9923,0
Random,0.5278,4,6,0.2273,0.5143,924.7800,0
Random,0.6389,10,8,0.4091,0.6286,797.8718,1
Random,0.5278,8,6,0.2273,0.5143,842.5695,0
Random,0.5000,4,8,0.3182,0.4857,856.1128,0
Random,0.5833,7,8,0.3182,0.5714,940.2302,0
Random,0.6944,10,7,0.4545,0.6857,810.5735,0
Random,0.5278,7,6,0.3636,0.5429,867.9254,0
Random,0.5000,7,7,0.3182,0.5143,882.7058,0
Random,0.5278,9,6,0.2727,0.5143,838.7305,0
Random,0.5278,6,7,0.3182,0.5143,885.3520,0
Random,0.5278,7,7,0.3182,0.5429,855.1927,0
Random,0.5000,7,6,0.3182,0.5143,904.7826,0
Random,0.5000,5,7,0.3182,0.5143,897.8498,0
Random,0.5833,8,8,0.4091,0.6000,875.5299,0
Random,0.5278,6,8,0.2727,0.5143,924.5269,0
Random,0.6667,11,9,0.5455,0.6571,810.5735,0
Random,0.5556,7,7,0.3182,0.5429,907.9982,0
Random,0.5000,5,7,0.2273,0.4857,888.0919,0
Random,0.5278,5,9,0.1364,0.5143,923.3378,0
Random,0.5833,8,8,0.3182,0.5714,797.8718,1
Random,0.6944,13,6,0.4545,0.6857,850.3286,0
Random,0.6667,11,8,0.4545,0.6571,798.9434,1
Random,0.5833,10,7,0.3182,0.5714,810.5735,0
Random,0.5556,7,7,0.2273,0.5429,918.6901,0
Random,0.5000,4,7,0.2727,0.4857,801.8739,1
Random,0.5556,6,6,0.4091,0.5714,801.8739,1
Random,0.5556,7,8,0.2727,0.5429,797.4513,1
Random,0.5833,7,7,0.4545,0.5714,801.8739,1
Random,0.5278,6,8,0.3182,0.5429,822.9282,0
Random,0.6389,7,8,0.2273,0.6286,875.5656,0
Random,0.6111,9,8,0.3636,0.6286,823.4085,0
Random,0.6944,13,7,0.3636,0.6857,895.1372,0
Random,0.5000,7,7,0.1818,0.4857,923.3461,0
Random,0.5556,8,8,0.3182,0.5429,826.6990,0
Random,0.5556,9,8,0.3182,0.5429,982.6454,0
Random,0.5556,9,7,0.3182,0.5714,878.6355,0
Random,0.5278,7,7,0.2273,0.5143,811.3003,0
Random,0.5278,6,7,0.3182,0.5143,854.0818,0
Random,0.5278,7,7,0.2727,0.5429,882.8280,0
Random,0.5000,7,5,0.2273,0.5143,902.3970,0
Random,0.5000,7,7,0.3636,0.5143,838.0421,0
Random,0.5278,9,7,0.3636,0.5429,803.3936,1
Random,0.6111,9,9,0.2727,0.6000,890.0132,0
Random,0.6111,7,7,0.4091,0.6286,820.4407,0
Random,0.5833,5,7,0.1818,0.6000,797.4513,1
Random,0.5278,8,7,0.2727,0.5143,863.2701,0
