solver,basin_hash,distance,edges,triplets
Random,13913043026354840787,858.9487,1-25|25-27|17-27|2-17|2-13|13-31|1-31|1-6|6-26|11-26|11-23|12-23|5-12|5-29|9-29|9-19|1-19|1-21|21-30|16-30|10-16|10-24|3-24|3-4|4-7|7-15|1-15|1-8|8-14|14-18|18-20|20-32|22-32|1-22|1-28|1-28,1-25-27|17-27-25|2-17-27|13-2-17|2-13-31|1-31-13|1-6-26|6-26-11|23-11-26|11-23-12|5-12-23|12-5-29|5-29-9|19-9-29|1-19-9|1-21-30|16-30-21|10-16-30|16-10-24|3-24-10|4-3-24|3-4-7|4-7-15|1-15-7|1-8-14|8-14-18|14-18-20|18-20-32|20-32-22|1-22-32|1-28-1
Random,9104486227264996038,900.0454,1-31|13-31|2-13|2-14|14-25|1-25|1-22|22-32|20-32|18-20|18-24|24-29|9-29|9-19|15-19|1-15|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-10|10-23|12-23|5-12|3-5|3-4|4-7|1-7|1-17|8-17|8-27|1-27,1-31-13|2-13-31|13-2-14|2-14-25|1-25-14|1-22-32|20-32-22|18-20-32|20-18-24|18-24-29|9-29-24|19-9-29|9-19-15|1-15-19|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-10-23|10-23-12|5-12-23|3-5-12|4-3-5|3-4-7|1-7-4|1-17-8|17-8-27|1-27-8
Random,5525030104820281813,876.4326,1-25|14-25|14-32|22-32|2-22|2-17|1-17|1-21|6-21|6-26|11-26|11-30|16-30|16-23|10-23|9-10|9-19|1-19|1-7|4-7|3-4|3-24|5-24|5-12|12-29|15-29|1-15|1-13|13-20|18-20|8-18|8-27|27-31|1-31|1-28|1-28,1-25-14|25-14-32|14-32-22|2-22-32|17-2-22|1-17-2|1-21-6|21-6-26|6-26-11|26-11-30|11-30-16|23-16-30|10-23-16|9-10-23|10-9-19|1-19-9|1-7-4|3-4-7|4-3-24|3-24-5|12-5-24|5-12-29|12-29-15|1-15-29|1-13-20|13-20-18|8-18-20|18-8-27|8-27-31|1-31-27|1-28-1
Random,6178475626276043301,823.5294,1-15|15-19|12-19|5-12|5-29|24-29|3-24|3-4|4-7|1-7|1-30|9-30|9-10|10-23|16-23|11-16|11-26|6-26|6-21|1-21|1-28|25-28|25-27|8-27|8-17|17-31|1-31|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-13|1-13,1-15-19|12-19-15|5-12-19|12-5-29|5-29-24|3-24-29|4-3-24|3-4-7|1-7-4|1-30-9|10-9-30|9-10-23|10-23-16|11-16-23|16-11-26|6-26-11|21-6-26|1-21-6|1-28-25|27-25-28|8-27-25|17-8-27|8-17-31|1-31-17|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-13-1
Random,7866516273000290421,865.8975,1-13|2-13|2-22|8-22|8-17|17-31|1-31|1-15|15-24|3-24|3-18|18-20|20-32|14-32|1-14|1-30|23-30|10-23|10-16|11-16|11-26|6-26|6-21|1-21|1-25|19-25|9-19|9-12|5-12|5-29|4-29|4-7|7-27|1-27|1-28|1-28,1-13-2|13-2-22|2-22-8|17-8-22|8-17-31|1-31-17|1-15-24|3-24-15|18-3-24|3-18-20|18-20-32|14-32-20|1-14-32|1-30-23|10-23-30|16-10-23|10-16-11|16-11-26|6-26-11|21-6-26|1-21-6|1-25-19|9-19-25|12-9-19|5-12-9|12-5-29|4-29-5|7-4-29|4-7-27|1-27-7|1-28-1
Random,16690348411077407920,830.9457,1-23|10-23|10-12|5-12|5-29|9-29|9-19|19-25|1-25|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-13|2-13|2-3|3-4|4-24|7-24|7-15|1-15|1-22|22-32|20-32|18-20|14-18|8-14|8-27|1-27|1-31|17-31|1-17,1-23-10|12-10-23|5-12-10|12-5-29|5-29-9|19-9-29|9-19-25|1-25-19|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-13-2|3-2-13|2-3-4|3-4-24|4-24-7|15-7-24|1-15-7|1-22-32|20-32-22|18-20-32|14-18-20|8-14-18|14-8-27|1-27-8|1-31-17|1-17-31
Random,229066623773171362,874.4204,1-15|5-15|5-12|10-12|10-23|23-30|26-30|6-26|6-21|1-21|1-13|2-13|2-8|8-17|17-31|1-31|1-14|14-22|22-32|20-32|18-20|7-18|7-27|1-27|1-11|11-16|16-19|9-19|9-29|24-29|3-24|3-4|1-4|1-28|25-28|1-25,1-15-5|12-5-15|5-12-10|12-10-23|10-23-30|23-30-26|6-26-30|21-6-26|1-21-6|1-13-2|8-2-13|2-8-17|8-17-31|1-31-17|1-14-22|14-22-32|20-32-22|18-20-32|7-18-20|18-7-27|1-27-7|1-11-16|11-16-19|9-19-16|19-9-29|9-29-24|3-24-29|4-3-24|1-4-3|1-28-25|1-25-28
Random,6307814058645704904,810.5735,1-7|4-7|3-4|3-24|5-24|5-12|12-29|15-29|1-15|1-21|6-21|6-26|11-26|11-30|16-30|16-23|10-23|9-10|9-19|1-19|1-31|13-31|2-13|2-17|17-27|25-27|1-25|1-22|22-32|20-32|18-20|14-18|8-14|1-8|1-28|1-28,1-7-4|3-4-7|4-3-24|3-24-5|12-5-24|5-12-29|12-29-15|1-15-29|1-21-6|21-6-26|6-26-11|26-11-30|11-30-16|23-16-30|10-23-16|9-10-23|10-9-19|1-19-9|1-31-13|2-13-31|13-2-17|2-17-27|17-27-25|1-25-27|1-22-32|20-32-22|18-20-32|14-18-20|8-14-18|1-8-14|1-28-1
Random,14197392370704394957,857.4290,1-27|4-27|3-4|3-24|24-29|5-29|5-12|9-12|9-15|1-15|1-21|6-21|6-26|11-26|11-16|16-30|28-30|1-28|1-25|23-25|10-23|10-19|7-19|7-8|8-17|1-17|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-31|13-31|1-13,1-27-4|3-4-27|4-3-24|3-24-29|5-29-24|12-5-29|5-12-9|12-9-15|1-15-9|1-21-6|21-6-26|6-26-11|16-11-26|11-16-30|16-30-28|1-28-30|1-25-23|10-23-25|19-10-23|7-19-10|8-7-19|7-8-17|1-17-8|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-31-13|1-13-31
Random,11824326250485796480,815.1484,1-27|14-27|14-18|18-20|20-32|22-32|1-22|1-26|11-26|11-16|16-23|10-23|9-10|9-19|19-30|6-30|6-21|1-21|1-15|15-29|12-29|5-12|5-24|3-24|3-4|4-7|1-7|1-13|2-13|2-8|8-17|17-31|1-31|1-25|25-28|1-28,1-27-14|18-14-27|14-18-20|18-20-32|20-32-22|1-22-32|1-26-11|16-11-26|11-16-23|10-23-16|9-10-23|10-9-19|9-19-30|6-30-19|21-6-30|1-21-6|1-15-29|12-29-15|5-12-29|12-5-24|3-24-5|4-3-24|3-4-7|1-7-4|1-13-2|8-2-13|2-8-17|8-17-31|1-31-17|1-25-28|1-28-25
Random,6546311180013897947,854.5899,1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-7|4-7|4-24|24-29|5-29|5-12|9-12|9-10|10-23|1-23|1-13|2-13|2-14|8-14|8-17|17-27|1-27|1-31|22-31|22-32|20-32|18-20|3-18|3-19|1-19|1-15|15-25|1-25,1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-7-4|7-4-24|4-24-29|5-29-24|12-5-29|5-12-9|10-9-12|9-10-23|1-23-10|1-13-2|13-2-14|2-14-8|14-8-17|8-17-27|1-27-17|1-31-22|31-22-32|20-32-22|18-20-32|3-18-20|18-3-19|1-19-3|1-15-25|1-25-15
Random,5396948652345923266,900.6148,1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-15|15-19|9-19|9-12|5-12|5-24|4-24|3-4|3-8|8-27|1-27|1-26|11-26|11-23|10-23|10-29|7-29|1-7|1-25|25-28|28-30|16-30|6-16|6-21|1-21|1-13|13-17|17-31|1-31,1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-15-19|9-19-15|12-9-19|5-12-9|12-5-24|4-24-5|3-4-24|4-3-8|3-8-27|1-27-8|1-26-11|23-11-26|10-23-11|23-10-29|7-29-10|1-7-29|1-25-28|25-28-30|16-30-28|6-16-30|16-6-21|1-21-6|1-13-17|13-17-31|1-31-17
Random,2469635608562662272,836.4349,1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-7|7-24|24-29|5-29|5-12|9-12|9-19|10-19|10-23|1-23|1-25|15-25|4-15|3-4|2-3|2-13|1-13|1-22|22-32|20-32|18-20|14-18|8-14|8-27|1-27|1-31|17-31|1-17,1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-7-24|7-24-29|5-29-24|12-5-29|5-12-9|12-9-19|9-19-10|19-10-23|1-23-10|1-25-15|4-15-25|3-4-15|2-3-4|3-2-13|1-13-2|1-22-32|20-32-22|18-20-32|14-18-20|8-14-18|14-8-27|1-27-8|1-31-17|1-17-31
Random,17566388738416390545,852.0827,1-21|6-21|6-26|11-26|11-16|16-30|28-30|1-28|1-7|7-24|24-29|5-29|5-12|9-12|9-19|10-19|10-23|1-23|1-13|2-13|2-22|22-32|14-32|8-14|8-27|1-27|1-25|15-25|4-15|3-4|3-18|18-20|1-20|1-31|17-31|1-17,1-21-6|21-6-26|6-26-11|16-11-26|11-16-30|16-30-28|1-28-30|1-7-24|7-24-29|5-29-24|12-5-29|5-12-9|12-9-19|9-19-10|19-10-23|1-23-10|1-13-2|13-2-22|2-22-32|14-32-22|8-14-32|14-8-27|1-27-8|1-25-15|4-15-25|3-4-15|4-3-18|3-18-20|1-20-18|1-31-17|1-17-31
Random,6942061030029042200,827.3525,1-22|22-32|20-32|18-20|14-18|8-14|8-27|1-27|1-21|21-30|9-30|9-12|5-12|5-29|24-29|3-24|3-4|1-4|1-6|6-26|11-26|11-16|16-23|10-23|10-19|7-19|1-7|1-31|13-31|2-13|2-17|15-17|15-25|1-25|1-28|1-28,1-22-32|20-32-22|18-20-32|14-18-20|8-14-18|14-8-27|1-27-8|1-21-30|9-30-21|12-9-30|5-12-9|12-5-29|5-29-24|3-24-29|4-3-24|1-4-3|1-6-26|6-26-11|16-11-26|11-16-23|10-23-16|19-10-23|7-19-10|1-7-19|1-31-13|2-13-31|13-2-17|2-17-15|17-15-25|1-25-15|1-28-1
Random,16835540713039781623,950.1697,1-28|16-28|16-23|10-23|10-29|3-29|3-27|1-27|1-22|22-32|14-32|7-14|7-30|11-30|11-26|6-26|6-21|1-21|1-20|18-20|4-18|4-24|5-24|5-12|9-12|9-19|15-19|1-15|1-13|2-13|2-8|8-17|17-31|1-31|1-25|1-25,1-28-16|23-16-28|10-23-16|23-10-29|3-29-10|27-3-29|1-27-3|1-22-32|14-32-22|7-14-32|14-7-30|7-30-11|26-11-30|6-26-11|21-6-26|1-21-6|1-20-18|4-18-20|18-4-24|4-24-5|12-5-24|5-12-9|12-9-19|9-19-15|1-15-19|1-13-2|8-2-13|2-8-17|8-17-31|1-31-17|1-25-1
Random,7890066185115132965,834.8908,1-21|6-21|6-26|11-26|11-16|16-30|28-30|1-28|1-25|23-25|10-23|10-19|9-19|9-12|5-12|5-29|1-29|1-31|27-31|17-27|8-17|3-8|3-4|4-24|7-24|7-15|1-15|1-14|14-18|18-20|20-32|22-32|2-22|1-2|1-13|1-13,1-21-6|21-6-26|6-26-11|16-11-26|11-16-30|16-30-28|1-28-30|1-25-23|10-23-25|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|1-29-5|1-31-27|17-27-31|8-17-27|3-8-17|4-3-8|3-4-24|4-24-7|15-7-24|1-15-7|1-14-18|14-18-20|18-20-32|20-32-22|2-22-32|1-2-22|1-13-1
Random,8478518385070731678,851.2103,1-16|16-23|10-23|10-19|9-19|9-12|5-12|5-29|15-29|1-15|1-25|25-28|28-30|11-30|11-26|6-26|6-21|1-21|1-13|2-13|2-22|14-22|8-14|8-27|1-27|1-20|20-32|18-32|3-18|3-4|4-24|7-24|1-7|1-31|17-31|1-17,1-16-23|10-23-16|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-15|1-15-29|1-25-28|25-28-30|11-30-28|26-11-30|6-26-11|21-6-26|1-21-6|1-13-2|13-2-22|2-22-14|8-14-22|14-8-27|1-27-8|1-20-32|18-32-20|3-18-32|4-3-18|3-4-24|4-24-7|1-7-24|1-31-17|1-17-31
Random,6524965636449191191,835.0131,1-27|14-27|14-18|18-20|20-32|22-32|17-22|1-17|1-4|3-4|3-8|2-8|2-13|13-31|1-31|1-7|7-24|24-29|5-29|5-12|9-12|9-19|10-19|10-23|15-23|1-15|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-25|1-25,1-27-14|18-14-27|14-18-20|18-20-32|20-32-22|17-22-32|1-17-22|1-4-3|4-3-8|2-8-3|8-2-13|2-13-31|1-31-13|1-7-24|7-24-29|5-29-24|12-5-29|5-12-9|12-9-19|9-19-10|19-10-23|10-23-15|1-15-23|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-25-1
Random,15567390483510238380,978.8451,1-27|7-27|7-24|24-29|5-29|5-12|9-12|9-19|19-30|21-30|1-21|1-13|2-13|2-14|8-14|8-17|1-17|1-28|4-28|3-4|3-20|20-22|22-31|1-31|1-23|10-23|10-16|11-16|11-26|6-26|1-6|1-25|15-25|15-18|18-32|1-32,1-27-7|24-7-27|7-24-29|5-29-24|12-5-29|5-12-9|12-9-19|9-19-30|19-30-21|1-21-30|1-13-2|13-2-14|2-14-8|14-8-17|1-17-8|1-28-4|3-4-28|4-3-20|3-20-22|20-22-31|1-31-22|1-23-10|16-10-23|10-16-11|16-11-26|6-26-11|1-6-26|1-25-15|18-15-25|15-18-32|1-32-18
Random,11524917348850613767,888.9579,1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-27|7-27|4-7|3-4|3-24|24-28|21-28|1-21|1-25|25-30|16-30|11-16|11-26|6-26|1-6|1-8|8-29|5-29|5-12|9-12|9-19|10-19|10-23|15-23|1-15|1-13|13-17|17-31|1-31,1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-27-7|4-7-27|3-4-7|4-3-24|3-24-28|21-28-24|1-21-28|1-25-30|16-30-25|11-16-30|16-11-26|6-26-11|1-6-26|1-8-29|5-29-8|12-5-29|5-12-9|12-9-19|9-19-10|19-10-23|10-23-15|1-15-23|1-13-17|13-17-31|1-31-17
Random,2584421089293479342,896.6353,1-13|2-13|2-8|8-15|15-25|1-25|1-28|6-28|6-26|11-26|11-16|16-19|7-19|7-27|1-27|1-21|21-30|23-30|10-23|9-10|9-12|5-12|5-29|14-29|1-14|1-24|4-24|3-4|3-18|18-20|20-32|22-32|1-22|1-17|17-31|1-31,1-13-2|8-2-13|2-8-15|8-15-25|1-25-15|1-28-6|26-6-28|6-26-11|16-11-26|11-16-19|7-19-16|19-7-27|1-27-7|1-21-30|21-30-23|10-23-30|9-10-23|10-9-12|5-12-9|12-5-29|5-29-14|1-14-29|1-24-4|3-4-24|4-3-18|3-18-20|18-20-32|20-32-22|1-22-32|1-17-31|1-31-17
Random,12434163875795314173,889.0957,1-15|15-19|9-19|5-9|5-12|10-12|10-23|11-23|11-26|1-26|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-29|24-29|3-24|3-4|4-7|7-8|8-27|1-27|1-25|25-28|28-30|16-30|6-16|6-21|1-21|1-13|13-17|17-31|1-31,1-15-19|9-19-15|5-9-19|9-5-12|5-12-10|12-10-23|10-23-11|23-11-26|1-26-11|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-29-24|3-24-29|4-3-24|3-4-7|4-7-8|7-8-27|1-27-8|1-25-28|25-28-30|16-30-28|6-16-30|16-6-21|1-21-6|1-13-17|13-17-31|1-31-17
Random,17445452544548132242,855.9172,1-9|5-9|5-12|10-12|10-23|16-23|16-30|6-30|6-21|1-21|1-22|22-32|20-32|18-20|14-18|8-14|8-27|1-27|1-7|4-7|3-4|3-24|24-29|19-29|11-19|11-26|1-26|1-13|2-13|2-15|15-25|25-28|1-28|1-31|17-31|1-17,1-9-5|9-5-12|5-12-10|12-10-23|10-23-16|23-16-30|6-30-16|21-6-30|1-21-6|1-22-32|20-32-22|18-20-32|14-18-20|8-14-18|14-8-27|1-27-8|1-7-4|3-4-7|4-3-24|3-24-29|19-29-24|11-19-29|19-11-26|1-26-11|1-13-2|13-2-15|2-15-25|15-25-28|1-28-25|1-31-17|1-17-31
Random,11824326250485796480,801.8739,1-19|9-19|9-10|10-23|16-23|16-30|11-30|11-26|6-26|6-21|1-21|1-15|15-29|12-29|5-12|5-24|3-24|3-4|4-7|1-7|1-22|22-32|20-32|18-20|14-18|14-27|1-27|1-13|2-13|2-8|8-17|17-31|1-31|1-25|25-28|1-28,1-19-9|10-9-19|9-10-23|10-23-16|23-16-30|11-30-16|26-11-30|6-26-11|21-6-26|1-21-6|1-15-29|12-29-15|5-12-29|12-5-24|3-24-5|4-3-24|3-4-7|1-7-4|1-22-32|20-32-22|18-20-32|14-18-20|18-14-27|1-27-14|1-13-2|8-2-13|2-8-17|8-17-31|1-31-17|1-25-28|1-28-25
Random,3233581744611180501,835.1004,1-28|14-28|14-18|18-20|20-32|22-32|1-22|1-15|15-29|12-29|5-12|5-24|3-24|3-4|4-7|7-27|1-27|1-31|17-31|8-17|2-8|2-13|1-13|1-26|11-26|11-16|16-23|10-23|9-10|9-19|19-30|6-30|6-21|1-21|1-25|1-25,1-28-14|18-14-28|14-18-20|18-20-32|20-32-22|1-22-32|1-15-29|12-29-15|5-12-29|12-5-24|3-24-5|4-3-24|3-4-7|4-7-27|1-27-7|1-31-17|8-17-31|2-8-17|8-2-13|1-13-2|1-26-11|16-11-26|11-16-23|10-23-16|9-10-23|10-9-19|9-19-30|6-30-19|21-6-30|1-21-6|1-25-1
Random,8710940883654295569,853.0571,1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-27|17-27|8-17|7-8|4-7|3-4|3-24|24-29|1-29|1-15|15-19|9-19|5-9|5-12|10-12|10-23|23-25|1-25|1-31|13-31|1-13,1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-27-17|8-17-27|7-8-17|4-7-8|3-4-7|4-3-24|3-24-29|1-29-24|1-15-19|9-19-15|5-9-19|9-5-12|5-12-10|12-10-23|10-23-25|1-25-23|1-31-13|1-13-31
Random,11351583408363089220,848.5399,1-23|10-23|10-19|9-19|9-12|5-12|5-29|24-29|8-24|1-8|1-25|15-25|7-15|4-7|3-4|3-17|17-27|27-31|1-31|1-14|14-18|18-20|20-32|22-32|2-22|1-2|1-21|6-21|6-26|11-26|11-16|16-30|28-30|1-28|1-13|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-24|8-24-29|1-8-24|1-25-15|7-15-25|4-7-15|3-4-7|4-3-17|3-17-27|17-27-31|1-31-27|1-14-18|14-18-20|18-20-32|20-32-22|2-22-32|1-2-22|1-21-6|21-6-26|6-26-11|16-11-26|11-16-30|16-30-28|1-28-30|1-13-1
Random,14120195387054979060,898.9377,1-27|7-27|7-24|4-24|3-4|3-14|8-14|8-17|1-17|1-26|11-26|11-23|19-23|9-19|9-12|5-12|5-29|15-29|1-15|1-31|18-31|18-20|20-32|22-32|2-22|1-2|1-25|25-28|10-28|10-16|16-30|6-30|6-21|1-21|1-13|1-13,1-27-7|24-7-27|4-24-7|3-4-24|4-3-14|3-14-8|14-8-17|1-17-8|1-26-11|23-11-26|11-23-19|9-19-23|12-9-19|5-12-9|12-5-29|5-29-15|1-15-29|1-31-18|20-18-31|18-20-32|20-32-22|2-22-32|1-2-22|1-25-28|10-28-25|16-10-28|10-16-30|6-30-16|21-6-30|1-21-6|1-13-1
Random,2997777385246646985,948.1474,1-27|14-27|14-32|18-32|7-18|7-29|10-29|10-23|15-23|1-15|1-21|6-21|6-26|11-26|11-16|16-30|28-30|1-28|1-13|2-13|2-8|8-17|17-31|1-31|1-25|19-25|9-19|9-12|5-12|5-24|3-24|3-4|1-4|1-22|20-22|1-20,1-27-14|27-14-32|14-32-18|7-18-32|18-7-29|7-29-10|23-10-29|10-23-15|1-15-23|1-21-6|21-6-26|6-26-11|16-11-26|11-16-30|16-30-28|1-28-30|1-13-2|8-2-13|2-8-17|8-17-31|1-31-17|1-25-19|9-19-25|12-9-19|5-12-9|12-5-24|3-24-5|4-3-24|1-4-3|1-22-20|1-20-22
Random,154419823080267377,870.8537,1-31|17-31|8-17|2-8|2-13|1-13|1-28|28-30|11-30|11-16|10-16|10-23|23-25|1-25|1-4|3-4|3-24|24-29|5-29|5-12|9-12|9-19|15-19|1-15|1-7|7-18|18-20|20-32|22-32|14-22|14-27|1-27|1-21|21-26|6-26|1-6,1-31-17|8-17-31|2-8-17|8-2-13|1-13-2|1-28-30|11-30-28|16-11-30|10-16-11|16-10-23|10-23-25|1-25-23|1-4-3|4-3-24|3-24-29|5-29-24|12-5-29|5-12-9|12-9-19|9-19-15|1-15-19|1-7-18|7-18-20|18-20-32|20-32-22|14-22-32|22-14-27|1-27-14|1-21-26|6-26-21|1-6-26
Random,9370790408444579250,872.7408,1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-31|17-31|8-17|3-8|3-4|4-24|7-24|7-27|1-27|1-6|6-26|11-26|11-16|10-16|10-28|1-28|1-21|21-30|23-30|19-23|9-19|9-12|5-12|5-29|15-29|15-25|1-25|1-13|1-13,1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-31-17|8-17-31|3-8-17|4-3-8|3-4-24|4-24-7|24-7-27|1-27-7|1-6-26|6-26-11|16-11-26|10-16-11|16-10-28|1-28-10|1-21-30|21-30-23|19-23-30|9-19-23|12-9-19|5-12-9|12-5-29|5-29-15|25-15-29|1-25-15|1-13-1
Random,12094028671257790859,943.4095,1-30|16-30|10-16|10-19|19-29|7-29|7-15|15-25|1-25|1-4|3-4|3-24|5-24|5-12|9-12|9-23|11-23|1-11|1-8|8-14|14-18|18-20|20-32|22-32|1-22|1-31|17-31|17-27|27-28|6-28|6-26|21-26|1-21|1-2|2-13|1-13,1-30-16|10-16-30|16-10-19|10-19-29|7-29-19|15-7-29|7-15-25|1-25-15|1-4-3|4-3-24|3-24-5|12-5-24|5-12-9|12-9-23|9-23-11|1-11-23|1-8-14|8-14-18|14-18-20|18-20-32|20-32-22|1-22-32|1-31-17|27-17-31|17-27-28|6-28-27|26-6-28|6-26-21|1-21-26|1-2-13|1-13-2
Random,6904379816867517078,913.3237,1-19|9-19|9-12|5-12|4-5|3-4|3-14|8-14|1-8|1-31|17-31|17-27|15-27|15-25|25-28|21-28|1-21|1-7|7-29|24-29|18-24|18-20|20-32|22-32|1-22|1-6|6-26|11-26|11-16|10-16|10-23|23-30|1-30|1-13|2-13|1-2,1-19-9|12-9-19|5-12-9|4-5-12|3-4-5|4-3-14|3-14-8|1-8-14|1-31-17|27-17-31|15-27-17|25-15-27|15-25-28|21-28-25|1-21-28|1-7-29|7-29-24|18-24-29|20-18-24|18-20-32|20-32-22|1-22-32|1-6-26|6-26-11|16-11-26|10-16-11|16-10-23|10-23-30|1-30-23|1-13-2|1-2-13
Random,13994630371753901841,852.7832,1-15|15-23|10-23|10-19|9-19|9-12|5-12|5-29|24-29|7-24|1-7|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-31|20-31|20-32|22-32|2-22|2-13|1-13|1-27|4-27|3-4|3-18|14-18|8-14|8-17|1-17|1-25|1-25,1-15-23|10-23-15|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-24|7-24-29|1-7-24|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-31-20|31-20-32|20-32-22|2-22-32|13-2-22|1-13-2|1-27-4|3-4-27|4-3-18|3-18-14|8-14-18|14-8-17|1-17-8|1-25-1
Random,8861091097219227237,893.7202,1-21|21-26|11-26|11-19|9-19|9-12|5-12|5-29|15-29|1-15|1-31|2-31|2-8|3-8|3-4|4-24|7-24|1-7|1-25|23-25|10-23|10-16|16-30|6-30|6-28|1-28|1-17|17-22|22-32|20-32|18-20|14-18|14-27|1-27|1-13|1-13,1-21-26|11-26-21|19-11-26|9-19-11|12-9-19|5-12-9|12-5-29|5-29-15|1-15-29|1-31-2|8-2-31|2-8-3|4-3-8|3-4-24|4-24-7|1-7-24|1-25-23|10-23-25|16-10-23|10-16-30|6-30-16|28-6-30|1-28-6|1-17-22|17-22-32|20-32-22|18-20-32|14-18-20|18-14-27|1-27-14|1-13-1
Random,8478518385070731678,843.4337,1-7|7-24|4-24|3-4|3-18|18-20|20-32|1-32|1-13|2-13|2-22|14-22|8-14|8-27|1-27|1-16|16-23|10-23|10-12|5-12|5-29|9-29|9-19|15-19|1-15|1-25|25-28|28-30|11-30|11-26|6-26|6-21|1-21|1-31|17-31|1-17,1-7-24|4-24-7|3-4-24|4-3-18|3-18-20|18-20-32|1-32-20|1-13-2|13-2-22|2-22-14|8-14-22|14-8-27|1-27-8|1-16-23|10-23-16|12-10-23|5-12-10|12-5-29|5-29-9|19-9-29|9-19-15|1-15-19|1-25-28|25-28-30|11-30-28|26-11-30|6-26-11|21-6-26|1-21-6|1-31-17|1-17-31
Random,14978856117604111507,851.5739,1-21|6-21|6-26|11-26|11-16|10-16|10-23|23-30|1-30|1-22|22-32|20-32|18-20|14-18|8-14|1-8|1-28|19-28|9-19|9-12|5-12|5-29|15-29|1-15|1-25|24-25|3-24|3-4|4-7|7-27|27-31|1-31|1-13|2-13|2-17|1-17,1-21-6|21-6-26|6-26-11|16-11-26|10-16-11|16-10-23|10-23-30|1-30-23|1-22-32|20-32-22|18-20-32|14-18-20|8-14-18|1-8-14|1-28-19|9-19-28|12-9-19|5-12-9|12-5-29|5-29-15|1-15-29|1-25-24|3-24-25|4-3-24|3-4-7|4-7-27|7-27-31|1-31-27|1-13-2|13-2-17|1-17-2
Random,13720349061262249756,900.8659,1-7|7-24|24-29|5-29|5-12|9-12|9-19|10-19|10-23|15-23|1-15|1-26|11-26|11-16|16-30|28-30|25-28|1-25|1-4|3-4|3-8|2-8|2-13|13-31|1-31|1-17|17-22|22-32|20-32|18-20|14-18|14-27|1-27|1-6|6-21|1-21,1-7-24|7-24-29|5-29-24|12-5-29|5-12-9|12-9-19|9-19-10|19-10-23|10-23-15|1-15-23|1-26-11|16-11-26|11-16-30|16-30-28|25-28-30|1-25-28|1-4-3|4-3-8|2-8-3|8-2-13|2-13-31|1-31-13|1-17-22|17-22-32|20-32-22|18-20-32|14-18-20|18-14-27|1-27-14|1-6-21|1-21-6
Random,6307814058645704904,810.5735,1-22|22-32|20-32|18-20|14-18|8-14|1-8|1-7|4-7|3-4|3-24|5-24|5-12|12-29|15-29|1-15|1-21|6-21|6-26|11-26|11-30|16-30|16-23|10-23|9-10|9-19|1-19|1-25|25-27|17-27|2-17|2-13|13-31|1-31|1-28|1-28,1-22-32|20-32-22|18-20-32|14-18-20|8-14-18|1-8-14|1-7-4|3-4-7|4-3-24|3-24-5|12-5-24|5-12-29|12-29-15|1-15-29|1-21-6|21-6-26|6-26-11|26-11-30|11-30-16|23-16-30|10-23-16|9-10-23|10-9-19|1-19-9|1-25-27|17-27-25|2-17-27|13-2-17|2-13-31|1-31-13|1-28-1
